"File","Extension","File Path","Filename","File Size","Container Format","Codec","Codec Long Name","Profile","Level","Bitrate","Width","Height","Color Space","Color Primaries","Color Transfer","Color Range","Chroma Location","Field Order","Refs","Bits per Raw Sample","Pixel Format","HDR","Bit Depth","Duration","Frame Rate","Audio Codecs","Audio Codec Long Names","Audio Channels","Audio Sample Rates","Audio Bitrates","Audio Bit Depth","Audio Stream Count","Subtitle Languages","Subtitle Formats","Subtitle Stream Count","Creation Date","Modification Date","Issue Detected","Issue Description"
"/Volumes/media/media/movies/Lady and the Tramp (1955)/Lady and the Tramp (1955) Bluray-1080p.mkv","mkv","/Volumes/media/media/movies/Lady and the Tramp (1955)","Lady and the Tramp (1955) Bluray-1080p.mkv","2179051818","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","120","3803174","1920","752","N/A","N/A","N/A","tv","left","progressive","1","N/A","yuv420p","No","N/A","4583.648000","23.976","dts, ac3","DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)","6, 6","48000, 48000","1536000, 640000","N/A, N/A","2","eng, nor","subrip, subrip","2","1724575010.1124167","1724575010.1124167","Yes","Non-standard audio codec(s): dts && Non-standard resolution: 1920x752"
"/Volumes/media/media/movies/Life of Brian (1979)/Life of Brian (1979) Bluray-1080p.mkv","mkv","/Volumes/media/media/movies/Life of Brian (1979)","Life of Brian (1979) Bluray-1080p.mkv","2221279836","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","120","3151163","1920","1040","N/A","N/A","N/A","tv","left","progressive","1","N/A","yuv420p","No","N/A","5639.262000","23.976","ac3","ATSC A/52A (AC-3)","6","48000","448000","N/A","1","dan, fin, nor, swe","subrip, subrip, subrip, subrip","4","1724576951.3827205","1724576951.3827205","Yes","Non-standard resolution: 1920x1040"
"/Volumes/media/media/movies/Lilo & Stitch (2002)/Lilo & Stitch (2002) Bluray-1080p.mkv","mkv","/Volumes/media/media/movies/Lilo & Stitch (2002)","Lilo & Stitch (2002) Bluray-1080p.mkv","5685349241","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","120","8877033","1812","1080","N/A","N/A","N/A","tv","left","progressive","1","N/A","yuv420p","No","N/A","5123.648000","23.976","dts, ac3, ac3, ac3, ac3","DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3)","6, 6, 6, 6, 6","48000, 48000, 48000, 48000, 48000","N/A, 640000, 640000, 640000, 640000","24, N/A, N/A, N/A, N/A","5","eng, nor, nor, dan, dan, fin, fin, swe, swe","hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle","9","1724576676.7206995","1724576676.7206995","Yes","Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && Non-standard resolution: 1812x1080 && High number of subtitle streams: 9 && Multiple audio streams: 5"
"/Volumes/media/media/movies/Love Actually (2003)/Love Actually (2003) Bluray-2160p SDR Handbrake.mkv","mkv","/Volumes/media/media/movies/Love Actually (2003)","Love Actually (2003) Bluray-2160p SDR Handbrake.mkv","19902819963","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","150","19663463","3840","1608","bt709","bt709","bt709","tv","topleft","N/A","1","N/A","yuv420p","No","N/A","8097.381000","23.976","aac","AAC (Advanced Audio Coding)","2","48000","N/A","N/A","1","","","0","1724647149.6011324","1724647149.6011324","Yes","Unknown metadata: Some file information couldn't be determined && Non-standard resolution: 3840x1608"
"/Volumes/media/media/movies/Make Mine Music (1946)/Make Mine Music (1946) Bluray-1080p.mkv","mkv","/Volumes/media/media/movies/Make Mine Music (1946)","Make Mine Music (1946) Bluray-1080p.mkv","1714294621","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","120","3367495","1444","1080","bt709","bt709","bt709","tv","left","progressive","1","N/A","yuv420p","No","N/A","4072.569000","23.976","ac3","ATSC A/52A (AC-3)","2","48000","320000","N/A","1","eng","hdmv_pgs_subtitle","1","1724574143.9897976","1724574143.9897976","Yes","Potentially problematic subtitle format(s): hdmv_pgs_subtitle && Non-standard resolution: 1444x1080"
"/Volumes/media/media/movies/Margin Call (2011)/Margin Call (2011) Bluray-1080p.mkv","mkv","/Volumes/media/media/movies/Margin Call (2011)","Margin Call (2011) Bluray-1080p.mkv","1772868838","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","120","2196016","1920","1080","N/A","N/A","N/A","tv","left","progressive","1","N/A","yuv420p","No","N/A","6458.491000","23.976","dts","DCA (DTS Coherent Acoustics)","6","48000","1536000","N/A","1","","","0","1724587989.4318209","1724587989.4318209","Yes","Unknown metadata: Some file information couldn't be determined && Non-standard audio codec(s): dts"
"/Volumes/media/media/movies/Maze Runner The Death Cure (2018)/Maze Runner The Death Cure (2018) Bluray-2160p SDR Handbrake.mkv","mkv","/Volumes/media/media/movies/Maze Runner The Death Cure (2018)","Maze Runner The Death Cure (2018) Bluray-2160p SDR Handbrake.mkv","20868474319","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","150","19338992","3840","1604","bt709","bt709","bt709","tv","left","N/A","1","N/A","yuv420p","No","N/A","8632.704000","23.976","aac","AAC (Advanced Audio Coding)","2","48000","N/A","N/A","1","","","0","1723341144.8180954","1723341144.8180954","Yes","Unknown metadata: Some file information couldn't be determined && Non-standard resolution: 3840x1604"
"/Volumes/media/media/movies/Maze Runner The Scorch Trials (2015)/Maze Runner The Scorch Trials (2015) Bluray-2160p Proper SDR Handbrake.mkv","mkv","/Volumes/media/media/movies/Maze Runner The Scorch Trials (2015)","Maze Runner The Scorch Trials (2015) Bluray-2160p Proper SDR Handbrake.mkv","19251133415","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","150","19487531","3840","1600","bt709","bt709","bt709","tv","topleft","N/A","1","N/A","yuv420p","No","N/A","7902.954000","23.976","aac","AAC (Advanced Audio Coding)","2","48000","N/A","N/A","1","","","0","1723348704.3110168","1723348704.3110168","Yes","Unknown metadata: Some file information couldn't be determined && Non-standard resolution: 3840x1600"
"/Volumes/media/media/movies/Meet the Robinsons (2007)/Meet the Robinsons (2007) Bluray-1080p.mkv","mkv","/Volumes/media/media/movies/Meet the Robinsons (2007)","Meet the Robinsons (2007) Bluray-1080p.mkv","2529331280","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","120","3568650","1920","1080","N/A","N/A","N/A","tv","left","progressive","1","N/A","yuv420p","No","N/A","5670.112000","23.976","dts, ac3","DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)","6, 6","48000, 48000","1536000, 384000","N/A, N/A","2","eng, eng, eng, nor, dan, swe","ass, ass, ass, subrip, ass, ass","6","1724583943.6000824","1724583943.6000824","Yes","Non-standard audio codec(s): dts && High number of subtitle streams: 6"
"/Volumes/media/media/movies/Melody Time (1948)/Melody Time (1948) Bluray-1080p.mp4","mp4","/Volumes/media/media/movies/Melody Time (1948)","Melody Time (1948) Bluray-1080p.mp4","1262815918","mov,mp4,m4a,3gp,3g2,mj2","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","120","2228607","1440","1080","N/A","N/A","N/A","tv","left","N/A","1","N/A","yuv420p10le","No","10","4533.111917","23.976","aac","AAC (Advanced Audio Coding)","1","48000","224000","N/A","1","","","0","1697804443.9260204","1697804443.9260204","Yes","Unknown metadata: Some file information couldn't be determined && Non-standard resolution: 1440x1080 && High bit depth video: 10-bit"
"/Volumes/media/media/movies/Memento (2000)/Memento (2000) Remux-1080p.mkv","mkv","/Volumes/media/media/movies/Memento (2000)","Memento (2000) Remux-1080p.mkv","2805962634","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","120","3298804","1920","1080","bt709","bt709","bt709","tv","left","progressive","1","N/A","yuv420p","No","N/A","6804.798000","23.976","dts","DCA (DTS Coherent Acoustics)","6","48000","N/A","16","1","jpn, jpn, jpn","hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle","3","1724591480.6748478","1724591480.6748478","Yes","Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle"
"/Volumes/media/media/movies/Million Dollar Baby (2004)/Million Dollar Baby (2004) Bluray-1080p.mkv","mkv","/Volumes/media/media/movies/Million Dollar Baby (2004)","Million Dollar Baby (2004) Bluray-1080p.mkv","5401335866","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","120","5433970","1920","804","N/A","N/A","N/A","tv","left","N/A","1","N/A","yuv420p10le","No","10","7951.955000","23.976","aac, aac","AAC (Advanced Audio Coding), AAC (Advanced Audio Coding)","6, 2","48000, 48000","N/A, N/A","N/A, N/A","2","eng, eng, dan, swe, nor","subrip, hdmv_pgs_subtitle, subrip, subrip, subrip","5","1697276019.0327861","1697276019.0327861","Yes","Potentially problematic subtitle format(s): hdmv_pgs_subtitle && Non-standard resolution: 1920x804 && High bit depth video: 10-bit"
"/Volumes/media/media/movies/Mission Impossible (1996)/Mission Impossible (1996) Remux-2160p.mkv","mkv","/Volumes/media/media/movies/Mission Impossible (1996)","Mission Impossible (1996) Remux-2160p.mkv","55955516318","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","153","67691945","3840","2160","bt2020nc","bt2020","smpte2084","tv","topleft","N/A","1","N/A","yuv420p10le","Yes","10","6612.960000","23.976","truehd, ac3","TrueHD, ATSC A/52A (AC-3)","6, 6","48000, 48000","N/A, 640000","24, N/A","2","eng, eng, eng, ara, chi, chi, chi, cze, dan, dut, est, fin, fre, ger, gre, heb, hun, ice, ind, ita, jpn, kor, lav, lit, may, nor, pol, por, por, rum, rus, spa, spa, swe, tha, tur","hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle","36","1697468145.15073","1697468145.15073","Yes","Non-standard audio codec(s): truehd && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High bitrate (67.69 Mbps) may cause buffering && High bit depth video: 10-bit && HDR content may require tone-mapping && High number of subtitle streams: 36"
"/Volumes/media/media/movies/Mission Impossible - Dead Reckoning Part One (2023)/Mission Impossible - Dead Reckoning Part One (2023) WEBDL-2160p.mkv","mkv","/Volumes/media/media/movies/Mission Impossible - Dead Reckoning Part One (2023)","Mission Impossible - Dead Reckoning Part One (2023) WEBDL-2160p.mkv","23945386954","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","150","19534879","3840","1608","bt709","bt709","bt709","tv","topleft","N/A","1","N/A","yuv420p","No","N/A","9806.208000","23.976","aac","AAC (Advanced Audio Coding)","2","48000","N/A","N/A","1","","","0","1722821155.1869695","1722821155.1869695","Yes","Unknown metadata: Some file information couldn't be determined && Non-standard resolution: 3840x1608"
"/Volumes/media/media/movies/Mission Impossible II (2000)/Mission Impossible II (2000) Remux-2160p.mkv","mkv","/Volumes/media/media/movies/Mission Impossible II (2000)","Mission Impossible II (2000) Remux-2160p.mkv","55344175620","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","153","59704515","3840","2160","bt2020nc","bt2020","smpte2084","tv","topleft","N/A","1","N/A","yuv420p10le","Yes","10","7415.744000","23.976","truehd, ac3, ac3","TrueHD, ATSC A/52A (AC-3), ATSC A/52A (AC-3)","6, 6, 2","48000, 48000, 48000","N/A, 640000, 192000","24, N/A, N/A","3","eng, eng, ara, chi, chi, chi, cze, dan, dut, est, fin, fre, ger, gre, heb, hun, ice, ind, ita, jpn, kor, lav, lit, nor, may, pol, por, por, rum, rus, spa, spa, tha, tur, eng, fre, ger, ita, jpn, kor, por, spa, spa","hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle","43","1697653401.5061305","1697653401.5061305","Yes","Non-standard audio codec(s): truehd && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High bitrate (59.70 Mbps) may cause buffering && High bit depth video: 10-bit && HDR content may require tone-mapping && High number of subtitle streams: 43"
"/Volumes/media/media/movies/Mission Impossible III (2006)/Mission Impossible III (2006) WEBDL-2160p.mkv","mkv","/Volumes/media/media/movies/Mission Impossible III (2006)","Mission Impossible III (2006) WEBDL-2160p.mkv","14352630692","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","150","15263559","3840","2160","N/A","N/A","N/A","pc","left","N/A","1","N/A","yuv420p10le","No","10","7522.560000","23.976","ac3","ATSC A/52A (AC-3)","6","48000","384000","N/A","1","eng","subrip","1","1669935600.0","1669935600.0","Yes","High bit depth video: 10-bit"
"/Volumes/media/media/movies/Moana (2016)/Moana (2016) Bluray-1080p.mkv","mkv","/Volumes/media/media/movies/Moana (2016)","Moana (2016) Bluray-1080p.mkv","9366333096","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","120","11648201","1920","808","N/A","N/A","N/A","tv","left","progressive","1","N/A","yuv420p","No","N/A","6432.810000","23.976","dts, dts, dts, dts, dts","DCA (DTS Coherent Acoustics), DCA (DTS Coherent Acoustics), DCA (DTS Coherent Acoustics), DCA (DTS Coherent Acoustics), DCA (DTS Coherent Acoustics)","6, 6, 6, 6, 6","48000, 48000, 48000, 48000, 48000","1536000, 1536000, 1536000, 1536000, 1536000","N/A, N/A, N/A, N/A, N/A","5","dan, fin, nor, swe","subrip, subrip, subrip, subrip","4","1724580002.281638","1724580002.281638","Yes","Non-standard audio codec(s): dts, dts, dts, dts, dts && Non-standard resolution: 1920x808 && Multiple audio streams: 5"
"/Volumes/media/media/movies/Moment of Contact (2022)/Moment of Contact (2022) WEBRip-1080p.mp4","mp4","/Volumes/media/media/movies/Moment of Contact (2022)","Moment of Contact (2022) WEBRip-1080p.mp4","1801681690","mov,mp4,m4a,3gp,3g2,mj2","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","120","2229461","1920","1080","N/A","N/A","N/A","tv","left","N/A","1","N/A","yuv420p10le","No","10","6464.992000","23.976","aac","AAC (Advanced Audio Coding)","6","48000","224000","N/A","1","","","0","1687507017.8532798","1687507017.8532798","Yes","Unknown metadata: Some file information couldn't be determined && High bit depth video: 10-bit"
"/Volumes/media/media/movies/Monsters University (2013)/Monsters University (2013) WEBDL-2160p SDR Handbrake.mkv","mkv","/Volumes/media/media/movies/Monsters University (2013)","Monsters University (2013) WEBDL-2160p SDR Handbrake.mkv","15003130423","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","150","19280858","3840","2160","bt709","bt709","bt709","tv","left","N/A","1","N/A","yuv420p","No","N/A","6225.088000","23.976","aac","AAC (Advanced Audio Coding)","2","48000","N/A","N/A","1","","","0","1723371449.5668323","1723371449.5668323","Yes","Unknown metadata: Some file information couldn't be determined"
"/Volumes/media/media/movies/Monsters, Inc. (2001)/Monsters, Inc. (2001) WEBDL-2160p SDR Handbrake.mkv","mkv","/Volumes/media/media/movies/Monsters, Inc. (2001)","Monsters, Inc. (2001) WEBDL-2160p SDR Handbrake.mkv","13196527072","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","150","19004800","3840","2076","bt709","bt709","bt709","tv","left","N/A","1","N/A","yuv420p","No","N/A","5555.029000","23.976","aac","AAC (Advanced Audio Coding)","2","48000","N/A","N/A","1","","","0","1723377951.6693113","1723377951.6693113","Yes","Unknown metadata: Some file information couldn't be determined && Non-standard resolution: 3840x2076"
"/Volumes/media/media/movies/Monty Python and the Holy Grail (1975)/Monty Python and the Holy Grail (1975) Bluray-2160p.mkv","mkv","/Volumes/media/media/movies/Monty Python and the Holy Grail (1975)","Monty Python and the Holy Grail (1975) Bluray-2160p.mkv","4785766540","matroska,webm","hevc (+1)","H.265 / HEVC (High Efficiency Video Coding) (+1)","Main 10 (+1)","150 (+1)","6926378","3600","2160","bt709","bt709","bt709","tv","left","N/A","1","N/A","yuv420p10le","No","10","5527.583000","23.976","dts, aac, aac","DCA (DTS Coherent Acoustics), AAC (Advanced Audio Coding), AAC (Advanced Audio Coding)","6, 2, 2","48000, 48000, 48000","768000, N/A, N/A","N/A, N/A, N/A","3","eng, eng, chi, fre, jpn, kor, por, spa, tha, ara, dan, dut, per, fin, ger, ind, nor, swe, vie","dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip","19","1697261938.5047557","1697261938.5047557","Yes","Non-standard video codec: hevc (+1) && Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle && Non-standard resolution: 3600x2160 && High bit depth video: 10-bit && High number of subtitle streams: 19"
