File	Extension	File Path	Filename	File Size	Container Format	Codec	Codec Long Name	Profile	Level	Bitrate	Width	Height	Color Space	Color Primaries	Color Transfer	Color Range	Chroma Location	Field Order	Refs	Bits per Raw Sample	Pixel Format	HDR	Bit Depth	Duration	Frame Rate	Audio Codecs	Audio Codec Long Names	Audio Channels	Audio Sample Rates	Audio Bitrates	Audio Bit Depth	Audio Stream Count	Subtitle Languages	Subtitle Formats	Subtitle Stream Count	Creation Date	Modification Date
/Volumes/media/media/movies/Deadpool (2016)/Deadpool (2016) Remux-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Deadpool (2016)	Deadpool (2016) Remux-2160p SDR Handbrake.mkv	620194678	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19029046	3840	1606	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	260.736000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723794796.5782762	1723794796.5782762
/Volumes/media/media/movies/Deadpool 2 (2018)/Deadpool 2 (2018) Remux-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Deadpool 2 (2018)	Deadpool 2 (2018) Remux-2160p SDR Handbrake.mkv	19387631409	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19292046	3840	1608	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	8039.637000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723854570.9197645	1723854570.9197645
/Volumes/media/media/movies/Deadpool 2 (2018)/Sample SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Deadpool 2 (2018)	Sample SDR Handbrake.mkv	225275446	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	20066177	3840	1608	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	89.813000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723854713.196862	1723854713.196862
/Volumes/media/media/movies/Django Unchained (2012)/Django Unchained (2012) WEBDL-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Django Unchained (2012)	Django Unchained (2012) WEBDL-2160p SDR Handbrake.mkv	24456182063	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19716937	3840	1600	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	9922.913000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723089570.6594422	1723089570.6594422
/Volumes/media/media/movies/Doctor Strange (2016)/Doctor Strange (2016) Bluray-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Doctor Strange (2016)	Doctor Strange (2016) Bluray-2160p SDR Handbrake.mkv	16738567864	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19410726	3840	1604	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	6898.688000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723895618.179731	1723895618.179731
/Volumes/media/media/movies/Doctor Strange in the Multiverse of Madness (2022)/Doctor Strange in the Multiverse of Madness (2022) Remux-2160p Proper SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Doctor Strange in the Multiverse of Madness (2022)	Doctor Strange in the Multiverse of Madness (2022) Remux-2160p Proper SDR Handbrake.mkv	18477895806	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19472828	3840	1608	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	7591.253000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723905275.8360367	1723905275.8360367
/Volumes/media/media/movies/Downsizing (2017)/Downsizing (2017) Remux-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Downsizing (2017)	Downsizing (2017) Remux-2160p SDR Handbrake.mkv	19629151263	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19338050	3840	1604	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	8120.426000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723937947.993498	1723937947.993498
/Volumes/media/media/movies/Dumbo (1941)/Dumbo (1941) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Dumbo (1941)	Dumbo (1941) Bluray-1080p.mkv	2574493120	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	5367911	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	3836.864000	23.976	dts, ac3, ac3, ac3, ac3, ac3	DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3)	6, 6, 6, 6, 6, 2	48000, 48000, 48000, 48000, 48000, 48000	1536000, 640000, 640000, 640000, 640000, 320000	N/A, N/A, N/A, N/A, N/A, N/A	6	eng, eng, nor, swe, dan, fin	subrip, subrip, subrip, subrip, subrip, subrip	6	1724509704.375393	1724509704.375393
/Volumes/media/media/movies/Dune (2021)/Dune (2021) WEBDL-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Dune (2021)	Dune (2021) WEBDL-2160p SDR Handbrake.mkv	22236614841	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19076874	3840	1604	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p	No	N/A	9325.056000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723949885.2980773	1723949885.2980773
/Volumes/media/media/movies/Eternals (2021)/Eternals (2021) Remux-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Eternals (2021)	Eternals (2021) Remux-2160p SDR Handbrake.mkv	22868872126	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19566202	3840	1608	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	9350.357000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723962200.2624469	1723962200.2624469
/Volumes/media/media/movies/Ex Machina (2015)/Ex Machina (2015) Bluray-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Ex Machina (2015)	Ex Machina (2015) Bluray-2160p SDR Handbrake.mkv	15972490441	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19667330	3840	1606	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p	No	N/A	6497.065000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723968490.62898	1723968490.62898
/Volumes/media/media/movies/Fantasia (1940)/Fantasia (1940) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Fantasia (1940)	Fantasia (1940) Bluray-1080p.mkv	4120897428	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	4414750	1440	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	7467.507000	23.976	dts, ac3	DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)	6, 6	48000, 48000	1536000, 448000	N/A, N/A	2	eng, nor	subrip, ass	2	1724541644.5171058	1724541644.5171058
/Volumes/media/media/movies/Fantasia 2000 (1999)/Fantasia 2000 (1999) Bluray-1080p Proper.mkv	mkv	/Volumes/media/media/movies/Fantasia 2000 (1999)	Fantasia 2000 (1999) Bluray-1080p Proper.mkv	1800356584	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	3220152	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	4472.724000	23.976	dts	DCA (DTS Coherent Acoustics)	6	48000	1536000	N/A	1	eng, pol	subrip, subrip	2	1724545392.9869254	1724545392.9869254
/Volumes/media/media/movies/Fantastic Mr. Fox (2009)/Fantastic Mr. Fox (2009) Remux-1080p.mkv	mkv	/Volumes/media/media/movies/Fantastic Mr. Fox (2009)	Fantastic Mr. Fox (2009) Remux-1080p.mkv	3982926232	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	6103764	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	5220.288000	23.976	dts, ac3	DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)	6, 2	48000, 48000	N/A, 192000	24, N/A	2	eng	hdmv_pgs_subtitle	1	1724541351.9968493	1724541351.9968493
/Volumes/media/media/movies/Fast X (2023)/Fast X (2023) Bluray-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Fast X (2023)	Fast X (2023) Bluray-2160p SDR Handbrake.mkv	20731329555	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19626142	3840	1608	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	8450.496000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723131124.7955883	1723131124.7955883
/Volumes/media/media/movies/Fight Club (1999)/Fight Club (1999) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/Fight Club (1999)	Fight Club (1999) WEBDL-2160p.mkv	30395305035	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	29126887	3840	2160	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p10le	No	10	8348.384000	23.976	dts, ac3, ac3	DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3), ATSC A/52A (AC-3)	6, 6, 2	48000, 48000, 48000	N/A, 640000, 224000	24, N/A, N/A	3	eng	subrip	1	1660801798.1119196	1660801798.1119196
/Volumes/media/media/movies/Finding Dory (2016)/Finding Dory (2016) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/Finding Dory (2016)	Finding Dory (2016) WEBDL-2160p.mkv	12573821835	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	17280563	3840	2160	N/A	N/A	N/A	pc	left	N/A	1	N/A	yuv420p10le	No	10	5821.024000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	768000	N/A	1	eng, eng, spa, chi	subrip, subrip, subrip, subrip	4	1710285434.0	1710285434.0
/Volumes/media/media/movies/Finding Nemo (2003)/Finding Nemo (2003) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/Finding Nemo (2003)	Finding Nemo (2003) WEBDL-2160p.mkv	13166448744	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	17400930	3840	2160	N/A	N/A	N/A	pc	left	N/A	1	N/A	yuv420p10le	No	10	6053.216000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	768000	N/A	1	eng, eng, cze, dan, gre, spa, fin, hun, ice, jpn, kor, dut, nor, pol, por, rum, slo, swe, tur, chi, chi, chi	subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip	22	1710285669.0	1710285669.0
/Volumes/media/media/movies/Frozen (2013)/Frozen (2013) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/Frozen (2013)	Frozen (2013) WEBDL-2160p.mkv	13055776252	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	16929872	3840	2160	N/A	N/A	N/A	pc	left	N/A	1	N/A	yuv420p10le	No	10	6169.344000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	256000	N/A	1	eng, eng	subrip, subrip	2	1710423924.0	1710423924.0
/Volumes/media/media/movies/Full Metal Jacket (1987)/Full Metal Jacket (1987) WEBDL-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Full Metal Jacket (1987)	Full Metal Jacket (1987) WEBDL-2160p SDR Handbrake.mkv	76910658	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19632586	3840	2160	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	31.340000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1724002822.4786158	1724002822.4786158
/Volumes/media/media/movies/Full Metal Jacket (1987)/Extras/Full Metal Jacket - Between Good and Evil.mkv	mkv	/Volumes/media/media/movies/Full Metal Jacket (1987)/Extras	Full Metal Jacket - Between Good and Evil.mkv	298559391	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	90	1291554	640	480	N/A	N/A	N/A	tv	left	N/A	1	N/A	yuv420p	No	N/A	1849.302000	29.970	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1	eng, dan, dut, fin, fre, ger, ita, nor, por, spa, swe	subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip	11	1660699611.3495893	1660699611.3495893
/Volumes/media/media/movies/Full Metal Jacket (1987)/Extras/Trailer.mkv	mkv	/Volumes/media/media/movies/Full Metal Jacket (1987)/Extras	Trailer.mkv	25752744	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	90	2338607	640	480	N/A	N/A	N/A	tv	left	N/A	1	N/A	yuv420p	No	N/A	88.096000	23.976	ac3	ATSC A/52A (AC-3)	2	48000	192000	N/A	1			0	1660685664.9065993	1660685664.9065993
/Volumes/media/media/movies/Fun and Fancy Free (1947)/Fun and Fancy Free (1947) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Fun and Fancy Free (1947)	Fun and Fancy Free (1947) Bluray-1080p.mkv	1571950498	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	2878734	1440	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	4368.448000	23.976	dts, ac3	DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)	6, 6	48000, 48000	1536000, 384000	N/A, N/A	2	nor, eng	subrip, subrip	2	1724540881.7765098	1724540881.7765098
/Volumes/media/media/movies/Get Out (2017)/Get Out (2017) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Get Out (2017)	Get Out (2017) Bluray-1080p.mkv	2282471999	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	2923817	1920	804	bt709	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	6245.184000	23.976	dts, ac3	DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)	6, 6	48000, 48000	1536000, 640000	N/A, N/A	2	dan, nor, swe, fin	subrip, subrip, subrip, subrip	4	1724551771.3285103	1724551771.3285103
/Volumes/media/media/movies/Gladiator (2000)/Gladiator (2000) Remux-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Gladiator (2000)	Gladiator (2000) Remux-2160p SDR Handbrake.mkv	25081757951	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19562316	3840	1600	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	10257.173000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723162319.0931513	1723162319.0931513
/Volumes/media/media/movies/Gold Run (2022)/Gold Run (2022) WEBDL-1080p.mkv	mkv	/Volumes/media/media/movies/Gold Run (2022)	Gold Run (2022) WEBDL-1080p.mkv	1047927443	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1190518	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	7041.824000	25.000	ac3	ATSC A/52A (AC-3)	6	48000	384000	N/A	1	dan, eng, est, fin, ger, ice, lav, lit, dut, nor, pol, swe	subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip	12	1724555670.1374135	1724555670.1374135
/Volumes/media/media/movies/Gone in Sixty Seconds (2000)/Gone in Sixty Seconds (2000) Remux-1080p.mkv	mkv	/Volumes/media/media/movies/Gone in Sixty Seconds (2000)	Gone in Sixty Seconds (2000) Remux-1080p.mkv	7146676675	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	8078923	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	7076.860000	23.976	pcm_s16le	PCM signed 16-bit little-endian	6	48000	4608000	N/A	1	eng, eng, ara, bul, chi, hrv, cze, dan, dut, fin, fre, ger, gre, heb, hun, ind, ice, ita, jpn, kor, nor, pol, por, rum, rus, srp, slo, slv, spa, swe, tur, ukr	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	32	1724389539.248649	1724389539.248649
/Volumes/media/media/movies/Guardians of the Galaxy (2014)/Guardians of the Galaxy (2014) Remux-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Guardians of the Galaxy (2014)	Guardians of the Galaxy (2014) Remux-2160p SDR Handbrake.mkv	17640298132	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19462681	3840	1600	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	7250.922000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1724183872.2753541	1724183872.2753541
/Volumes/media/media/movies/Guardians of the Galaxy Vol. 2 (2017)/Guardians of the Galaxy Vol. 2 (2017) Remux-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Guardians of the Galaxy Vol. 2 (2017)	Guardians of the Galaxy Vol. 2 (2017) Remux-2160p SDR Handbrake.mkv	19942354527	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19583790	3840	1604	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	8146.474000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1724193851.914533	1724193851.914533
/Volumes/media/media/movies/Guardians of the Galaxy Vol. 3 (2023)/Guardians of the Galaxy Vol. 3 (2023) Remux-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Guardians of the Galaxy Vol. 3 (2023)	Guardians of the Galaxy Vol. 3 (2023) Remux-2160p SDR Handbrake.mkv	22228625015	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19753439	3840	1608	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	9002.432000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1724207429.3728936	1724207429.3728936
/Volumes/media/media/movies/Hacksaw Ridge (2016)/Hacksaw Ridge (2016) Remux-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Hacksaw Ridge (2016)	Hacksaw Ridge (2016) Remux-2160p SDR Handbrake.mkv	20266181041	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19394762	3840	1612	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	8359.445000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1724447330.350069	1724447330.350069
/Volumes/media/media/movies/Hamilton (2020)/Hamilton (2020) WEBDL-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Hamilton (2020)	Hamilton (2020) WEBDL-2160p SDR Handbrake.mkv	23845771675	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19838544	3840	2074	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p	No	N/A	9615.936000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723185604.445241	1723185604.445241
/Volumes/media/media/movies/Harry Potter and the Deathly Hallows Part 1 (2010)/Harry Potter and the Deathly Hallows Part 1 (2010) Remux-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Harry Potter and the Deathly Hallows Part 1 (2010)	Harry Potter and the Deathly Hallows Part 1 (2010) Remux-2160p SDR Handbrake.mkv	20910427769	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19084708	3840	1600	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	8765.312000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723215011.514692	1723215011.514692
/Volumes/media/media/movies/Harry Potter and the Deathly Hallows Part 2 (2011)/Harry Potter and the Deathly Hallows Part 2 (2011) Remux-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Harry Potter and the Deathly Hallows Part 2 (2011)	Harry Potter and the Deathly Hallows Part 2 (2011) Remux-2160p SDR Handbrake.mkv	18420053580	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	18828764	3840	1600	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	7826.346000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723225949.7848089	1723225949.7848089
/Volumes/media/media/movies/Harry Potter and the Goblet of Fire (2005)/Harry Potter and the Goblet of Fire (2005) Remux-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Harry Potter and the Goblet of Fire (2005)	Harry Potter and the Goblet of Fire (2005) Remux-2160p SDR Handbrake.mkv	22889822402	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19427738	3840	1600	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	9425.625000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723239552.3356235	1723239552.3356235
/Volumes/media/media/movies/Headhunters (2011)/Headhunters (2011) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Headhunters (2011)	Headhunters (2011) Bluray-1080p.mkv	5736272350	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	120	7640642	1920	800	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p10le	No	10	6006.063000	24.000	aac	AAC (Advanced Audio Coding)	6	48000	N/A	N/A	1	nor, nor	hdmv_pgs_subtitle, hdmv_pgs_subtitle	2	1662154292.7948403	1662154292.7948403
/Volumes/media/media/movies/Hercules (1997)/Hercules (1997) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Hercules (1997)	Hercules (1997) Bluray-1080p.mkv	3073694350	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	4397097	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	5592.224000	23.976	dts, ac3	DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)	6, 6	48000, 48000	1536000, 448000	N/A, N/A	2	eng, eng, nor, nor	subrip, subrip, ass, ass	4	1724542532.4210484	1724542532.4210484
/Volumes/media/media/movies/Home on the Range (2004)/Home on the Range (2004) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Home on the Range (2004)	Home on the Range (2004) Bluray-1080p.mkv	3208172646	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	5612971	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	4572.512000	23.976	dts, ac3	DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)	6, 6	48000, 48000	1536000, 448000	N/A, N/A	2	eng, nor, nor, nor	ass, ass, ass, ass	4	1724542935.0858452	1724542935.0858452
/Volumes/media/media/movies/Hotel Rwanda (2004)/Hotel Rwanda (2004) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Hotel Rwanda (2004)	Hotel Rwanda (2004) Bluray-1080p.mkv	5778089385	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	120	6322389	1920	816	N/A	N/A	N/A	tv	left	N/A	1	N/A	yuv420p10le	No	10	7311.273000	23.976	dts, aac	DCA (DTS Coherent Acoustics), AAC (Advanced Audio Coding)	6, 2	48000, 48000	1536000, N/A	N/A, N/A	2	eng, eng, fre, rus, ukr, swe, dan, fin, nor	subrip, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, subrip, subrip, subrip, subrip	9	1697274962.4479933	1697274962.4479933
/Volumes/media/media/movies/I Love You, Man (2009)/I Love You, Man (2009) Remux-1080p.mkv	mkv	/Volumes/media/media/movies/I Love You, Man (2009)	I Love You, Man (2009) Remux-1080p.mkv	6704558855	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	8532274	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	6286.304000	23.976	truehd, ac3, ac3	TrueHD, ATSC A/52A (AC-3), ATSC A/52A (AC-3)	6, 6, 2	48000, 48000, 48000	N/A, 640000, 224000	24, N/A, N/A	3	eng, ara, bul, hrv, cze, est, gre, heb, hun, ice, lav, lit, pol, por, rum, rus, srp, slo, slv, tur, ukr, eng	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	22	1724551343.8077114	1724551343.8077114
