File	Extension	File Path	Filename	File Size	Container Format	Codec	Codec Long Name	Profile	Level	Bitrate	Width	Height	Color Space	Color Primaries	Color Transfer	Color Range	Chroma Location	Field Order	Refs	Bits per Raw Sample	Pixel Format	HDR	Bit Depth	Duration	Frame Rate	Audio Codecs	Audio Codec Long Names	Audio Channels	Audio Sample Rates	Audio Bitrates	Audio Bit Depth	Audio Stream Count	Subtitle Languages	Subtitle Formats	Subtitle Stream Count	Creation Date	Modification Date	Issue Detected	Issue Description	Unknown metadata	Non-standard video codec	Non-standard audio codec	Problematic subtitle format	High bitrate	Low bitrate	Non-standard resolution	Non-standard frame rate	High bit depth	HDR content	4K content	Complex video profile	Variable frame rate	Interlaced content	High subtitle stream count	Uncommon container format	Very high bitrate	Multiple audio streams
/Volumes/media/media/movies/Twelve Monkeys (1995)/Twelve Monkeys (1995) Bluray-2160p Proper.mkv	mkv	/Volumes/media/media/movies/Twelve Monkeys (1995)	Twelve Monkeys (1995) Bluray-2160p Proper.mkv	58214582573	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	153	60015033	3840	2076	bt2020nc	bt2020	smpte2084	tv	topleft	N/A	1	N/A	yuv420p10le	Yes	10	7760.000000	24.000	dts, aac	DCA (DTS Coherent Acoustics), AAC (Advanced Audio Coding)	6, 2	48000, 48000	N/A, N/A	24, N/A	2	eng, eng, fre	subrip, subrip, hdmv_pgs_subtitle	3	1702162800.0	1702162800.0	Yes	Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle && High bitrate (60.02 Mbps) may cause buffering && Non-standard resolution: 3840x2076 && High bit depth video: 10-bit && HDR content may require tone-mapping	False	False	True	True	True	False	True	False	True	True	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Harold & Kumar Go to White Castle (2004)/Harold & Kumar Go to White Castle (2004) Bluray-1080p Proper.mkv	mkv	/Volumes/media/media/movies/Harold & Kumar Go to White Castle (2004)	Harold & Kumar Go to White Castle (2004) Bluray-1080p Proper.mkv	795178475	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	1199513	1920	1040	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	5303.340000	23.976	aac	AAC (Advanced Audio Coding)	6	48000	N/A	N/A	1			0	1724548129.741968	1724548129.741968	Yes	Some file information couldn't be determined && Non-standard resolution: 1920x1040	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Bridget Jones The Edge of Reason (2004)/Bridget Jones The Edge of Reason (2004) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Bridget Jones The Edge of Reason (2004)	Bridget Jones The Edge of Reason (2004) Bluray-1080p.mkv	5164711669	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	6407101	1920	800	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	6448.734000	23.976	dts, dts	DCA (DTS Coherent Acoustics), DCA (DTS Coherent Acoustics)	6, 6	48000, 48000	1536000, 1536000	N/A, N/A	2	fre, fre	subrip, subrip	2	1724571175.674616	1724571175.674616	Yes	Non-standard audio codec(s): dts, dts && Non-standard resolution: 1920x800	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/The Holiday (2006)/The Holiday (2006) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/The Holiday (2006)	The Holiday (2006) WEBDL-2160p.mkv	6573839407	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	6460273	3840	2076	bt709	bt709	bt709	tv	topleft	progressive	1	N/A	yuv420p10le	No	10	8140.633000	23.976	aac	AAC (Advanced Audio Coding)	6	48000	N/A	N/A	1	eng, fre, fre	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	3	1703961326.9440324	1703961326.9440324	Yes	Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && Non-standard resolution: 3840x2076 && High bit depth video: 10-bit	False	False	False	True	False	False	True	False	True	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/TRON Legacy (2010)/TRON Legacy (2010) Bluray-1080p Proper.mkv	mkv	/Volumes/media/media/movies/TRON Legacy (2010)	TRON Legacy (2010) Bluray-1080p Proper.mkv	5764752770	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	6141969	1920	1080	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	7508.670000	23.976	dts	DCA (DTS Coherent Acoustics)	8	48000	N/A	16	1	ara, dan, eng, fin, ice, nor, por, rom, spa, swe	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	10	1724594989.6830862	1724594989.6830862	Yes	Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High number of subtitle streams: 10	False	False	True	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False
/Volumes/media/media/movies/Ghostbusters (1984)/Ghostbusters (1984) Bluray-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Ghostbusters (1984)	Ghostbusters (1984) Bluray-2160p SDR Handbrake.mkv	15230251910	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19314397	3840	1604	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p	No	N/A	6308.352000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1724138373.7137334	1724138373.7137334	Yes	Some file information couldn't be determined && Non-standard resolution: 3840x1604	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Home Alone (1990)/Home Alone (1990) Bluray-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Home Alone (1990)	Home Alone (1990) Bluray-2160p SDR Handbrake.mkv	14942148800	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19370932	3840	2076	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	6170.957000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1724471621.3049517	1724471621.3049517	Yes	Some file information couldn't be determined && Non-standard resolution: 3840x2076	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Swordfish (2001)/Swordfish (2001) Bluray-2160p.mkv	mkv	/Volumes/media/media/movies/Swordfish (2001)	Swordfish (2001) Bluray-2160p.mkv	21043731574	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	28266804	3840	2160	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p10le	No	10	5955.744000	23.976	dts, ac3	DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)	6, 6	48000, 48000	N/A, 640000	N/A, N/A	2	eng	subrip	1	1703967518.5913365	1703967518.5913365	Yes	Non-standard audio codec(s): dts && High bitrate (28.27 Mbps) may cause buffering && High bit depth video: 10-bit	False	False	True	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Rush Hour (1998)/Rush Hour (1998) Bluray-1080p Proper.mkv	mkv	/Volumes/media/media/movies/Rush Hour (1998)	Rush Hour (1998) Bluray-1080p Proper.mkv	1723593197	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	2349043	1920	784	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	5869.941000	23.976	aac	AAC (Advanced Audio Coding)	6	48000	N/A	N/A	1			0	1724580265.3063667	1724580265.3063667	Yes	Some file information couldn't be determined && Non-standard resolution: 1920x784	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/American Gangster (2007)/American Gangster (2007) Bluray-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/American Gangster (2007)	American Gangster (2007) Bluray-2160p SDR Handbrake.mkv	25891260826	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19637323	3840	2074	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	10547.776000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1722979731.4671822	1722979731.4671822	Yes	Some file information couldn't be determined && Non-standard resolution: 3840x2074	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Rush Hour 2 (2001)/Rush Hour 2 (2001) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Rush Hour 2 (2001)	Rush Hour 2 (2001) Bluray-1080p.mkv	2091557565	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	3093983	1920	1080	N/A	N/A	N/A	tv	left	N/A	1	N/A	yuv420p	No	N/A	5408.064000	23.976	ac3	ATSC A/52A (AC-3)	6	48000	640000	N/A	1	N/A	dvd_subtitle	1	1703969767.357877	1703969767.357877	Yes	Potentially problematic subtitle format(s): dvd_subtitle	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Big Daddy (1999)/Big Daddy (1999) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Big Daddy (1999)	Big Daddy (1999) Bluray-1080p.mkv	3427721137	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	4910260	1920	1040	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	5584.585000	23.976	dts	DCA (DTS Coherent Acoustics)	6	48000	1536000	N/A	1	eng, fre	subrip, subrip	2	1724565893.513042	1724565893.513042	Yes	Non-standard audio codec(s): dts && Non-standard resolution: 1920x1040	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/The Jerk (1979)/The Jerk (1979) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/The Jerk (1979)	The Jerk (1979) Bluray-1080p.mkv	5791321796	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	8223025	1920	1040	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p	No	N/A	5634.249000	23.976	dts	DCA (DTS Coherent Acoustics)	6	48000	N/A	24	1	eng, jpn, fre, ita, ger, spa, spa, cze, dan, dut, fin, gre, hun, kor, nor, pol, por, swe, tha, tur	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	20	1724591014.5265112	1724591014.5265112	Yes	Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && Non-standard resolution: 1920x1040 && High number of subtitle streams: 20	False	False	True	True	False	False	True	False	False	False	False	False	False	False	True	False	False	False
/Volumes/media/media/movies/Bad Boys (1995)/Bad Boys (1995) Bluray-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Bad Boys (1995)	Bad Boys (1995) Bluray-2160p SDR Handbrake.mkv	17367499048	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19486079	3840	2076	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	7130.218000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723591376.4351726	1723591376.4351726	Yes	Some file information couldn't be determined && Non-standard resolution: 3840x2076	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Along Came Polly (2004)/Along Came Polly (2004) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Along Came Polly (2004)	Along Came Polly (2004) Bluray-1080p.mkv	1681528626	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	2486362	1920	1040	N/A	N/A	N/A	tv	left	progressive	1	N/A	yuv420p	No	N/A	5410.405000	23.976	dts	DCA (DTS Coherent Acoustics)	6	48000	1536000	N/A	1	eng	subrip	1	1724542495.3862052	1724542495.3862052	Yes	Non-standard audio codec(s): dts && Non-standard resolution: 1920x1040	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/The Book of Eli (2010)/The Book of Eli (2010) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/The Book of Eli (2010)	The Book of Eli (2010) Bluray-1080p.mkv	8897052960	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	120	10087132	1920	800	bt709	bt709	bt709	tv	left	N/A	1	N/A	yuv420p	No	N/A	7056.160000	23.976	dts, ac3	DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)	6, 2	48000, 48000	N/A, 448000	24, N/A	2	eng, spa, por, tha, cze, hun, bul, chi, chi, est, hin, ind, lit, N/A, srp, slo, eng, spa, por, tha, chi	dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle	21	1703976150.2575128	1703976150.2575128	Yes	Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle && Non-standard resolution: 1920x800 && High number of subtitle streams: 21	False	False	True	True	False	False	True	False	False	False	False	False	False	False	True	False	False	False
/Volumes/media/media/movies/Hall Pass (2011)/Hall Pass (2011) Bluray-1080p.mkv	mkv	/Volumes/media/media/movies/Hall Pass (2011)	Hall Pass (2011) Bluray-1080p.mkv	2205240270	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	2790299	1920	800	N/A	N/A	N/A	tv	left	N/A	1	N/A	yuv420p	No	N/A	6322.592000	23.976	ac3	ATSC A/52A (AC-3)	6	48000	512000	N/A	1	eng, fra, spa, por	dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle	4	1703976565.2288342	1703976565.2288342	Yes	Potentially problematic subtitle format(s): dvd_subtitle, dvd_subtitle, dvd_subtitle, dvd_subtitle && Non-standard resolution: 1920x800	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/The Devil Wears Prada (2006)/The Devil Wears Prada (2006) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/The Devil Wears Prada (2006)	The Devil Wears Prada (2006) WEBDL-2160p.mkv	13631564440	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	16617807	3840	2160	bt2020nc	bt2020	smpte2084	tv	left	N/A	1	N/A	yuv420p10le	Yes	10	6562.389000	23.976	eac3	ATSC A/52B (AC-3, E-AC-3)	6	48000	256000	N/A	1	dan, ger, eng, fin, fre, ita, dut, nor, pol, por, spa, swe	subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip	12	1703978473.1635792	1703978473.1635792	Yes	High bit depth video: 10-bit && HDR content may require tone-mapping && High number of subtitle streams: 12	False	False	False	False	False	False	False	False	True	True	False	False	False	False	True	False	False	False
/Volumes/media/media/movies/Ghostbusters II (1989)/Ghostbusters II (1989) Bluray-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Ghostbusters II (1989)	Ghostbusters II (1989) Bluray-2160p SDR Handbrake.mkv	15726483604	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19357039	3840	1606	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	6499.541000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1724157572.2454624	1724157572.2454624	Yes	Some file information couldn't be determined && Non-standard resolution: 3840x1606	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Apollo 13 (1995)/Apollo 13 (1995) Bluray-2160p SDR Handbrake.mkv	mkv	/Volumes/media/media/movies/Apollo 13 (1995)	Apollo 13 (1995) Bluray-2160p SDR Handbrake.mkv	20594945201	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main	150	19565424	3840	1632	bt709	bt709	bt709	tv	topleft	N/A	1	N/A	yuv420p	No	N/A	8420.955000	23.976	aac	AAC (Advanced Audio Coding)	2	48000	N/A	N/A	1			0	1723499753.680128	1723499753.680128	Yes	Some file information couldn't be determined && Non-standard resolution: 3840x1632	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/Honey, I Shrunk the Kids (1989)/Honey, I Shrunk the Kids (1989) WEBDL-2160p.mkv	mkv	/Volumes/media/media/movies/Honey, I Shrunk the Kids (1989)	Honey, I Shrunk the Kids (1989) WEBDL-2160p.mkv	4475542301	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	150	6383697	3840	2160	bt709	bt709	bt709	tv	left	progressive	1	N/A	yuv420p10le	No	10	5608.715000	23.976	aac	AAC (Advanced Audio Coding)	6	48000	N/A	N/A	1	ger, ger, cze, dan, gre, eng, spa, spa, fin, fre, fre, hun, ita, jpn, kor, dut, nor, pol, por, por, rum, swe, tur, chi, chi, eng, fre	subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip	27	1709717550.7339292	1709717550.7339292	Yes	High bit depth video: 10-bit && High number of subtitle streams: 27	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False
/Volumes/media/media/movies/Rush Hour 3 (2007)/Rush Hour 3 (2007) Bluray-1080p.mp4	mp4	/Volumes/media/media/movies/Rush Hour 3 (2007)	Rush Hour 3 (2007) Bluray-1080p.mp4	1517963740	mov,mp4,m4a,3gp,3g2,mj2	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	120	2229231	1920	800	N/A	N/A	N/A	tv	left	N/A	1	N/A	yuv420p10le	No	10	5447.488000	23.976	aac	AAC (Advanced Audio Coding)	6	48000	224000	N/A	1			0	1703984299.6754518	1703984299.6754518	Yes	Some file information couldn't be determined && Non-standard resolution: 1920x800 && High bit depth video: 10-bit	True	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False
/Volumes/media/media/movies/The Da Vinci Code (2006)/The Da Vinci Code (2006) Bluray-2160p.mkv	mkv	/Volumes/media/media/movies/The Da Vinci Code (2006)	The Da Vinci Code (2006) Bluray-2160p.mkv	37339893444	matroska,webm	hevc	H.265 / HEVC (High Efficiency Video Coding)	Main 10	153	33466362	3840	1608	bt2020nc	bt2020	smpte2084	tv	topleft	N/A	1	N/A	yuv420p10le	Yes	10	8925.952000	23.976	truehd, ac3	TrueHD, ATSC A/52A (AC-3)	8, 6	48000, 48000	N/A, 384000	24, N/A	2	eng, eng, eng, eng, eng, eng, eng, eng, eng, fre, spa, spa, por, por, ita, ger, dut, swe, nor, dan, fin, rus, cze, pol, hun, slo, gre, tur, ara, heb, jpn, chi, kor, tha	subrip, hdmv_pgs_subtitle, subrip, subrip, hdmv_pgs_subtitle, subrip, hdmv_pgs_subtitle, subrip, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	34	1513816043.0	1513816043.0	Yes	Non-standard audio codec(s): truehd && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High bitrate (33.47 Mbps) may cause buffering && Non-standard resolution: 3840x1608 && High bit depth video: 10-bit && HDR content may require tone-mapping && High number of subtitle streams: 34	False	False	True	True	True	False	True	False	True	True	False	False	False	False	True	False	False	False
/Volumes/media/media/movies/Sonic the Hedgehog 2 (2022)/Sonic the Hedgehog 2 (2022) Bluray-2160p.mkv	mkv	/Volumes/media/media/movies/Sonic the Hedgehog 2 (2022)	Sonic the Hedgehog 2 (2022) Bluray-2160p.mkv	20450141178	matroska,webm	hevc (+1)	H.265 / HEVC (High Efficiency Video Coding) (+1)	Main 10 (+1)	153 (+1)	22292529	3840	1608	bt2020nc	bt2020	smpte2084	tv	topleft	N/A	1	N/A	yuv420p10le	Yes	10	7338.832000	23.976	truehd, eac3	TrueHD, ATSC A/52B (AC-3, E-AC-3)	8, 6	48000, 48000	N/A, 1024000	24, N/A	2	eng, eng, dan, fin, fre, fre, nob, rum, spa, spa, swe, eng, spa, spa, fre, fre	hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle	16	1703996691.098243	1703996691.098243	Yes	Non-standard video codec: hevc (+1) && Non-standard audio codec(s): truehd && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High bitrate (22.29 Mbps) may cause buffering && Non-standard resolution: 3840x1608 && High bit depth video: 10-bit && HDR content may require tone-mapping && High number of subtitle streams: 16	False	True	True	True	True	False	True	False	True	True	False	False	False	False	True	False	False	False
